"gram1" "gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"2723" "the" "nation" "weather" "servic" 2 0 0
"2724" "over" "the" "last" "three" 2 0 0
"2725" "the" "new" "place" "so" 2 0 0
"2726" "was" "in" "high" "school" 2 0 0
"2727" "was" "kill" "in" "a" 2 0 0
"2728" "the" "next" "coupl" "of" 2 0 0
"2729" "over" "the" "past" "two" 2 0 0
"2730" "the" "next" "hear" "in" 2 0 0
"2731" "part" "of" "the" "citi" 2 0 0
"2732" "the" "next" "three" "year" 2 0 0
"2733" "part" "of" "the" "state" 2 0 0
"2734" "the" "northwestern" "corner" "of" 2 0 0
"2735" "was" "open" "with" "the" 2 0 0
"2736" "paseo" "de" "la" "princesa" 2 0 0
"2737" "pass" "from" "florenc" "petr" 2 0 0
"2738" "to" "see" "how" "the" 2 0 0
"2739" "patient" "protect" "and" "afford" 2 0 0
"2740" "the" "overwhelm" "major" "of" 2 0 0
"2741" "was" "shot" "in" "the" 2 0 0
"2742" "peopl" "were" "charg" "with" 2 0 0
"2743" "percent" "from" "the" "field" 2 0 0
"2744" "the" "paseo" "de" "la" 2 0 0
"2745" "the" "past" "four" "year" 2 0 0
"2746" "the" "past" "three" "year" 2 0 0
"2747" "the" "patient" "protect" "and" 2 0 0
"2748" "percent" "of" "them" "are" 2 0 0
"2749" "that" "turn" "out" "to" 2 0 0
"2750" "pinot" "noir" "is" "a" 2 0 0
"2751" "was" "wait" "for" "them" 2 0 0
"2752" "plate" "blue" "and" "white" 2 0 0
"2753" "the" "polic" "depart" "want" 2 0 0
"2754" "play" "as" "long" "as" 2 0 0
"2755" "but" "i" "dont" "want" 0 3 0
"2756" "we" "are" "commit" "to" 2 0 0
"2757" "playoff" "seri" "with" "the" 2 0 0
"2758" "the" "purpos" "of" "the" 2 0 0
"2759" "the" "qualiti" "of" "public" 2 0 0
"2760" "point" "a" "game" "and" 2 0 0
"2761" "point" "in" "his" "last" 2 0 0
"2762" "point" "on" "of" "from" 2 0 0
"2763" "point" "on" "of" "shoot" 2 0 0
"2764" "we" "have" "the" "tool" 2 0 0
"2765" "the" "return" "of" "the" 2 0 0
"2766" "by" "advertis" "and" "link" 0 3 0
"2767" "in" "a" "food" "processor" 0 2 0
"2768" "by" "one" "of" "the" 0 3 0
"2769" "cat" "in" "the" "hat" 0 3 0
"2770" "caught" "up" "in" "the" 0 3 0
"2771" "certain" "content" "that" "appear" 0 3 0
"2772" "chanc" "to" "deal" "damag" 0 3 0
"2773" "chang" "or" "remov" "at" 0 3 0
"2774" "children" "off" "the" "roof" 0 3 0
"2775" "come" "from" "amazon" "servic" 0 3 0
"2776" "at" "the" "news" "of" 0 2 0
"2777" "press" "secretari" "jay" "carney" 2 0 0
"2778" "content" "that" "appear" "on" 0 3 0
"2779" "couldnt" "get" "it" "to" 0 3 0
"2780" "product" "member" "of" "our" 2 0 0
"2781" "cours" "i" "had" "to" 0 3 0
"2782" "covenant" "offer" "to" "god" 0 3 0
"2783" "the" "senat" "judiciari" "committe" 2 0 0
"2784" "damag" "after" "an" "attack" 0 3 0
"2785" "b" "d" "e" "and" 0 2 0
"2786" "the" "size" "of" "a" 2 0 0
"2787" "the" "south" "carolina" "primari" 2 0 0
"2788" "the" "southbound" "lane" "of" 2 0 0
"2789" "the" "spirit" "of" "san" 2 0 0
"2790" "back" "to" "back" "with" 0 2 0
"2791" "discuss" "of" "the" "problem" 0 3 0
"2792" "what" "they" "owe" "us" 2 0 0
"2793" "base" "on" "statement" "from" 0 2 0
"2794" "to" "be" "a" "littl" 2 0 0
"2795" "sometim" "you" "have" "to" 2 0 0
"2796" "suck" "it" "up" "and" 0 2 0
"2797" "earn" "advertis" "fee" "by" 0 3 0
"2798" "end" "of" "the" "book" 0 3 0
"2799" "when" "maricopa" "counti" "sheriff" 2 0 0
"2800" "that" "allow" "the" "state" 2 0 0
"2801" "etymolog" "descend" "of" "the" 0 3 0
"2802" "eu" "associ" "programm" "design" 0 3 0
"2803" "eu" "this" "content" "is" 0 3 0
"2804" "which" "own" "and" "oper" 2 0 0
"2805" "relat" "to" "patient" "care" 2 0 0
"2806" "even" "though" "i" "was" 0 3 0
"2807" "even" "though" "it" "not" 0 3 0
"2808" "to" "cash" "in" "on" 2 0 0
"2809" "the" "unit" "state" "in" 2 0 0
"2810" "exampl" "of" "how" "the" 0 3 0
"2811" "facebook" "twitter" "blogger" "or" 0 3 0
"2812" "who" "request" "anonym" "becaus" 2 0 0
"2813" "the" "univers" "of" "california" 2 0 0
"2814" "the" "univers" "of" "medicin" 2 0 0
"2815" "vice" "presid" "and" "general" 2 0 0
"2816" "who" "was" "not" "a" 2 0 0
"2817" "be" "part" "of" "a" 0 2 0
"2818" "the" "us" "economi" "and" 2 0 0
"2819" "the" "us" "environment" "protect" 2 0 0
"2820" "be" "requir" "to" "keep" 0 2 0
"2821" "the" "us" "suprem" "court" 2 0 0
"2822" "for" "a" "while" "and" 0 3 0
"2823" "for" "me" "in" "the" 0 3 0
"2824" "will" "make" "it" "easier" 2 0 0
"2825" "for" "no" "other" "reason" 0 3 0
"2826" "for" "site" "to" "earn" 0 3 0
"2827" "the" "weight" "of" "the" 2 0 0
"2828" "for" "the" "lack" "of" 0 3 0
"2829" "win" "of" "the" "season" 2 0 0
"2830" "to" "hit" "the" "road" 2 0 0
"2831" "to" "it" "it" "not" 2 0 0
"2832" "found" "a" "way" "to" 0 3 0
"2833" "with" "a" "chanc" "to" 2 0 0
"2834" "to" "live" "in" "the" 2 0 0
"2835" "get" "away" "with" "it" 0 3 0
"2836" "get" "back" "on" "the" 0 3 0
"2837" "becaus" "the" "fairmont" "hotel" 0 2 0
"2838" "becaus" "this" "is" "the" 0 2 0
"2839" "becom" "more" "and" "more" 0 2 0
"2840" "becom" "one" "of" "my" 0 2 0
"2841" "said" "he" "would" "not" 2 0 0
"2842" "said" "he" "would" "work" 2 0 0
"2843" "go" "to" "give" "me" 0 3 0
"2844" "good" "friend" "of" "mine" 0 3 0
"2845" "greatest" "success" "in" "my" 0 3 0
"2846" "been" "go" "on" "for" 0 2 0
"2847" "there" "were" "a" "lot" 2 0 0
"2848" "that" "he" "is" "not" 2 0 0
"2849" "with" "some" "of" "the" 2 0 0
"2850" "been" "spend" "a" "lot" 0 2 0
"2851" "been" "tri" "to" "figur" 0 2 0
"2852" "have" "a" "bit" "of" 0 3 0
"2853" "said" "rep" "peter" "king" 2 0 0
"2854" "said" "she" "want" "to" 2 0 0
"2855" "said" "that" "he" "is" 2 0 0
"2856" "within" "feet" "of" "a" 2 0 0
"2857" "have" "absolut" "no" "idea" 0 3 0
"2858" "have" "been" "bless" "with" 0 3 0
"2859" "believ" "it" "or" "not" 0 2 0
"2860" "work" "cut" "out" "for" 2 0 0
"2861" "said" "we" "have" "no" 2 0 0
"2862" "they" "want" "to" "get" 2 0 0
"2863" "said" "we" "want" "to" 2 0 0
"2864" "best" "friend" "is" "a" 0 2 0
"2865" "they" "were" "do" "and" 2 0 0
"2866" "to" "stay" "focus" "and" 2 0 0
"2867" "here" "are" "a" "few" 0 3 0
"2868" "theyr" "go" "to" "be" 2 0 0
"2869" "was" "thrown" "out" "at" 2 0 0
"2870" "the" "peak" "of" "his" 2 0 0
"2871" "say" "the" "money" "was" 2 0 0
"2872" "i" "am" "glad" "that" 0 3 0
"2873" "think" "about" "what" "it" 2 0 0
"2874" "i" "am" "so" "glad" 0 3 0
"2875" "think" "it" "was" "good" 2 0 0
"2876" "wrote" "in" "a" "letter" 2 0 0
"2877" "i" "came" "across" "this" 0 3 0
"2878" "think" "this" "is" "a" 2 0 0
"2879" "i" "can" "honest" "say" 0 3 0
"2880" "i" "can" "see" "the" 0 3 0
"2881" "year" "accord" "to" "the" 2 0 0
"2882" "i" "couldnt" "help" "but" 0 3 0
"2883" "seem" "to" "be" "more" 2 0 0
"2884" "i" "decid" "to" "do" 0 3 0
"2885" "yet" "to" "hit" "his" 2 0 0
"2886" "both" "mr" "binb" "and" 0 2 0
"2887" "this" "is" "where" "it" 2 0 0
"2888" "i" "didnt" "feel" "like" 0 3 0
"2889" "bottom" "of" "the" "oven" 0 2 0
"2890" "i" "didnt" "realli" "know" 0 3 0
"2891" "i" "do" "have" "a" 0 3 0
"2892" "three" "day" "a" "week" 2 0 0
"2893" "you" "may" "find" "yourself" 2 0 0
"2894" "i" "dont" "know" "about" 0 3 0
"2895" "i" "dont" "realli" "care" 0 3 0
"2896" "through" "the" "american" "red" 2 0 0
"2897" "your" "go" "to" "see" 2 0 0
"2898" "tick" "down" "to" "percent" 2 0 0
"2899" "sheriff" "and" "treasur" "will" 2 0 0
"2900" "show" "up" "at" "the" 2 0 0
"2901" "i" "dont" "want" "you" 0 3 0
"2902" "but" "i" "felt" "like" 0 2 0
"2903" "i" "got" "home" "and" 0 3 0
"2904" "time" "of" "war" "began" 2 0 0
"2905" "i" "had" "to" "buy" 0 3 0
"2906" "i" "had" "to" "wait" 0 3 0
"2907" "i" "have" "alway" "been" 0 3 0
"2908" "i" "have" "been" "a" 0 3 0
"2909" "what" "he" "had" "to" 2 0 0
"2910" "to" "a" "process" "of" 2 0 0
"2911" "the" "edward" "jone" "dome" 2 0 0
"2912" "i" "have" "had" "to" 0 3 0
"2913" "i" "have" "made" "a" 0 3 0
"2914" "to" "appear" "in" "the" 2 0 0
"2915" "two" "out" "in" "the" 2 0 0
"2916" "but" "if" "you" "are" 0 2 0
"2917" "to" "look" "for" "the" 2 0 0
"2918" "i" "knew" "i" "want" 0 3 0
"2919" "i" "knew" "i" "was" 0 3 0
"2920" "the" "middl" "of" "a" 2 0 0
"2921" "was" "arrest" "on" "suspicion" 2 0 0
"2922" "to" "make" "sure" "it" 2 0 0
"2923" "the" "most" "import" "factor" 2 0 0
"2924" "to" "be" "tamper" "with" 2 0 0
"2925" "i" "realiz" "that" "i" 0 3 0
"2926" "spirit" "of" "san" "francisco" 2 0 0
"2927" "up" "with" "it" "own" 2 0 0
"2928" "sponsor" "in" "the" "event" 2 0 0
"2929" "us" "depart" "of" "labor" 2 0 0
"2930" "i" "think" "i" "would" 0 3 0
"2931" "stamp" "in" "my" "passport" 2 0 0
"2932" "is" "not" "a" "good" 0 2 0
"2933" "the" "front" "page" "of" 2 0 0
"2934" "to" "do" "a" "better" 2 0 0
"2935" "state" "of" "the" "economi" 2 0 0
"2936" "who" "want" "to" "get" 2 0 0
"2937" "that" "it" "plan" "to" 2 0 0
"2938" "by" "numer" "success" "slight" 0 2 0
"2939" "stir" "frequent" "until" "the" 2 0 0
"2940" "vote" "for" "a" "mormon" 2 0 0
"2941" "is" "quick" "becom" "one" 0 2 0
"2942" "is" "seen" "as" "a" 0 2 0
"2943" "wait" "until" "next" "year" 2 0 0
"2944" "that" "some" "of" "the" 2 0 0
"2945" "i" "was" "look" "at" 0 3 0
"2946" "i" "was" "pleasant" "surpris" 0 3 0
"2947" "i" "was" "readi" "to" 0 3 0
"2948" "the" "last" "sever" "year" 2 0 0
"2949" "to" "him" "when" "he" 2 0 0
"2950" "to" "hit" "his" "first" 2 0 0
"2951" "came" "up" "with" "this" 0 2 0
"2952" "the" "western" "edg" "of" 2 0 0
"2953" "can" "be" "compar" "to" 0 2 0
"2954" "can" "be" "seen" "in" 0 2 0
"2955" "to" "the" "counti" "and" 2 0 0
"2956" "can" "catch" "up" "and" 0 2 0
"2957" "if" "you" "like" "the" 0 3 0
"2958" "than" "percent" "of" "the" 2 0 0
"2959" "to" "make" "at" "least" 2 0 0
"2960" "can" "i" "just" "say" 0 2 0
"2961" "is" "the" "lack" "of" 0 2 0
"2962" "the" "ball" "over" "time" 2 0 0
"2963" "we" "cannot" "afford" "to" 2 0 0
"2964" "to" "name" "a" "few" 2 0 0
"2965" "to" "no" "on" "the" 2 0 0
"2966" "can" "tell" "you" "that" 0 2 0
"2967" "can" "you" "see" "the" 0 2 0
"2968" "to" "pay" "for" "a" 2 0 0
"2969" "with" "member" "of" "the" 2 0 0
"2970" "that" "he" "would" "never" 2 0 0
"2971" "in" "all" "my" "life" 0 3 0
"2972" "that" "if" "the" "board" 2 0 0
"2973" "to" "play" "the" "game" 2 0 0
"2974" "to" "rais" "tax" "on" 2 0 0
"2975" "that" "is" "whi" "i" 2 0 0
"2976" "in" "the" "amazon" "servic" 0 3 0
"2977" "in" "the" "come" "week" 0 3 0
"2978" "to" "remain" "in" "the" 2 0 0
"2979" "cast" "and" "crew" "onset" 0 2 0
"2980" "wood" "johnson" "medic" "school" 2 0 0
"2981" "was" "punch" "in" "the" 2 0 0
"2982" "the" "outcom" "of" "the" 2 0 0
"2983" "catch" "up" "on" "my" 0 2 0
"2984" "the" "debat" "in" "the" 2 0 0
"2985" "that" "take" "us" "out" 2 0 0
"2986" "that" "the" "counti" "has" 2 0 0
"2987" "was" "taken" "to" "the" 2 0 0
"2988" "in" "the" "process" "of" 0 3 0
"2989" "to" "take" "his" "place" 2 0 0
"2990" "would" "be" "an" "act" 2 0 0
"2991" "tri" "to" "make" "a" 2 0 0
"2992" "that" "we" "have" "a" 2 0 0
"2993" "to" "the" "citi" "of" 2 0 0
"2994" "that" "were" "go" "to" 2 0 0
"2995" "is" "a" "work" "of" 0 3 0
"2996" "water" "to" "a" "boil" 2 0 0
"2997" "the" "los" "angel" "angel" 2 0 0
"2998" "the" "american" "civil" "liberti" 2 0 0
"2999" "civil" "procedur" "as" "amend" 0 2 0
"3000" "when" "i" "was" "in" 2 0 0
"3001" "until" "his" "death" "in" 2 0 0
"3002" "was" "arrest" "in" "januari" 2 0 0
"3003" "the" "money" "we" "are" 2 0 0
"3004" "the" "real" "problem" "we" 2 0 0
"3005" "it" "a" "great" "way" 0 3 0
"3006" "the" "respons" "of" "the" 2 0 0
"3007" "the" "board" "of" "counti" 2 0 0
"3008" "the" "board" "of" "supervisor" 2 0 0
"3009" "we" "just" "have" "to" 2 0 0
"3010" "it" "can" "also" "be" 0 3 0
"3011" "it" "caus" "us" "to" 0 3 0
"3012" "the" "chicago" "white" "sox" 2 0 0
"3013" "it" "felt" "good" "to" 0 3 0
"3014" "comment" "section" "if" "you" 0 2 0
"3015" "to" "vote" "for" "a" 2 0 0
"3016" "the" "compani" "continu" "to" 2 0 0
"3017" "complex" "organ" "exist" "which" 0 2 0
"3018" "it" "is" "a" "beauti" 0 3 0
"3019" "the" "cost" "of" "bring" 2 0 0
"3020" "the" "cost" "of" "colleg" 2 0 0
"3021" "too" "mani" "peopl" "are" 2 0 0
"3022" "too" "soon" "to" "tell" 2 0 0
"3023" "took" "our" "kid" "to" 2 0 0
"3024" "it" "may" "have" "been" 0 3 0
"3025" "top" "of" "the" "nation" 2 0 0
"3026" "it" "time" "to" "put" 0 3 0
"3027" "it" "took" "me" "a" 0 3 0
"3028" "it" "just" "seem" "to" 0 2 0
"3029" "tri" "to" "defend" "himself" 2 0 0
"3030" "to" "a" "nearbi" "hospit" 2 0 0
"3031" "it" "was" "nice" "to" 0 3 0
"3032" "it" "was" "our" "first" 0 3 0
"3033" "it" "was" "when" "i" 0 3 0
"3034" "it" "wasnt" "long" "befor" 0 3 0
"3035" "it" "would" "be" "fun" 0 3 0
"3036" "it" "would" "be" "to" 0 3 0
"3037" "it" "would" "have" "been" 0 3 0
"3038" "was" "a" "surpris" "to" 2 0 0
"3039" "ive" "been" "tri" "to" 0 3 0
"3040" "the" "men" "and" "women" 2 0 0
"3041" "with" "a" "mark" "of" 2 0 0
"3042" "keep" "an" "eye" "on" 0 3 0
"3043" "keep" "up" "with" "my" 0 3 0
"3044" "kind" "of" "thing" "that" 0 3 0
"3045" "it" "out" "of" "the" 0 2 0
"3046" "where" "one" "of" "the" 2 0 0
"3047" "up" "from" "in" "and" 2 0 0
"3048" "the" "top" "player" "in" 2 0 0
"3049" "dc" "in" "next" "dc" 0 2 0
"3050" "the" "unit" "state" "as" 2 0 0
"3051" "us" "environment" "protect" "agenc" 2 0 0
"3052" "level" "chanc" "to" "deal" 0 3 0
"3053" "to" "conspiraci" "to" "commit" 2 0 0
"3054" "the" "unit" "state" "senat" 2 0 0
"3055" "the" "governor" "has" "said" 2 0 0
"3056" "live" "in" "new" "york" 0 3 0
"3057" "the" "next" "two" "week" 2 0 0
"3058" "they" "do" "occur" "are" 2 0 0
"3059" "lot" "to" "do" "with" 0 3 0
"3060" "the" "high" "cost" "of" 2 0 0
"3061" "will" "be" "for" "a" 2 0 0
"3062" "vote" "in" "the" "poll" 2 0 0
"3063" "mani" "differ" "type" "of" 0 3 0
"3064" "mayb" "it" "was" "the" 0 3 0
"3065" "work" "for" "the" "board" 2 0 0
"3066" "the" "park" "lot" "and" 2 0 0
"3067" "the" "la" "live" "sport" 2 0 0
"3068" "the" "last" "few" "month" 2 0 0
"3069" "my" "brother" "ignor" "the" 0 3 0
"3070" "need" "to" "be" "done" 0 3 0
"3071" "didnt" "have" "anyth" "to" 0 2 0
"3072" "want" "to" "do" "the" 2 0 0
"3073" "want" "to" "go" "out" 2 0 0
"3074" "window" "was" "open" "with" 2 0 0
"3075" "would" "be" "wise" "to" 2 0 0
"3076" "the" "playoff" "for" "the" 2 0 0
"3077" "would" "have" "to" "be" 2 0 0
"3078" "the" "popular" "of" "the" 2 0 0
"3079" "the" "pritzker" "architectur" "prize" 2 0 0
"3080" "think" "the" "most" "import" 2 0 0
"3081" "the" "project" "which" "will" 2 0 0
"3082" "was" "abl" "to" "beat" 2 0 0
"3083" "to" "the" "full" "senat" 2 0 0
"3084" "to" "the" "orang" "counti" 2 0 0
"3085" "do" "it" "for" "a" 0 2 0
"3086" "there" "are" "no" "rule" 2 0 0
"3087" "with" "inform" "about" "the" 2 0 0
"3088" "on" "all" "of" "the" 0 3 0
"3089" "was" "in" "front" "of" 2 0 0
"3090" "you" "cant" "do" "that" 2 0 0
"3091" "on" "one" "of" "the" 0 3 0
"3092" "was" "name" "to" "the" 2 0 0
"3093" "was" "name" "vice" "presid" 2 0 0
"3094" "was" "not" "author" "to" 2 0 0
"3095" "the" "next" "six" "month" 2 0 0
"3096" "was" "on" "track" "to" 2 0 0
"3097" "the" "same" "time" "and" 2 0 0
"3098" "the" "same" "time" "cut" 2 0 0
"3099" "with" "three" "count" "of" 2 0 0
"3100" "one" "of" "the" "reason" 0 3 0
"3101" "women" "tri" "to" "kill" 2 0 0
"3102" "ticket" "are" "and" "after" 2 0 0
"3103" "the" "screen" "push" "asid" 2 0 0
"3104" "the" "second" "round" "of" 2 0 0
"3105" "the" "second" "straight" "year" 2 0 0
"3106" "the" "second" "time" "the" 2 0 0
"3107" "the" "park" "lot" "of" 2 0 0
"3108" "work" "to" "make" "sure" 2 0 0
"3109" "was" "the" "first" "of" 2 0 0
"3110" "doesnt" "seem" "to" "be" 0 2 0
"3111" "domin" "or" "submiss" "postur" 0 2 0
"3112" "over" "the" "place" "and" 0 3 0
"3113" "to" "talk" "to" "a" 2 0 0
"3114" "was" "trigger" "by" "the" 2 0 0
"3115" "twice" "in" "the" "head" 2 0 0
"3116" "to" "act" "on" "the" 2 0 0
"3117" "two" "are" "expect" "to" 2 0 0
"3118" "was" "year" "old" "and" 2 0 0
"3119" "with" "a" "flourish" "the" 2 0 0
"3120" "provid" "a" "mean" "for" 0 3 0
"3121" "to" "be" "a" "veri" 2 0 0
"3122" "remov" "at" "ani" "time" 0 3 0
"3123" "wrote" "in" "a" "research" 2 0 0
"3124" "just" "wish" "i" "could" 0 2 0
"3125" "reward" "when" "they" "pray" 0 3 0
"3126" "said" "to" "be" "the" 0 3 0
"3127" "say" "that" "it" "is" 0 3 0
"3128" "see" "the" "end" "of" 0 3 0
"3129" "servic" "llc" "and" "amazon" 0 3 0
"3130" "white" "hous" "candid" "newt" 2 0 0
"3131" "she" "said" "some" "peopl" 0 3 0
"3132" "to" "think" "it" "was" 2 0 0
"3133" "we" "need" "to" "take" 2 0 0
"3134" "we" "realli" "dont" "know" 2 0 0
"3135" "site" "to" "earn" "advertis" 0 3 0
"3136" "so" "i" "decid" "to" 0 3 0
"3137" "who" "turn" "out" "to" 2 0 0
"3138" "to" "a" "hand" "of" 2 0 0
"3139" "the" "same" "time" "the" 2 0 0
"3140" "were" "abl" "to" "keep" 2 0 0
"3141" "so" "i" "use" "a" 0 3 0
"3142" "to" "get" "behind" "the" 2 0 0
"3143" "will" "be" "from" "am" 2 0 0
"3144" "tie" "the" "game" "at" 2 0 0
"3145" "so" "much" "i" "want" 0 3 0
"3146" "some" "of" "my" "favorit" 0 3 0
"3147" "were" "the" "product" "of" 2 0 0
"3148" "spend" "a" "lot" "of" 0 3 0
"3149" "stand" "with" "israel" "when" 0 3 0
"3150" "subject" "to" "chang" "or" 0 3 0
"3151" "yard" "and" "two" "touchdown" 2 0 0
"3152" "tri" "to" "bring" "down" 2 0 0
"3153" "episod" "of" "the" "today" 0 2 0
"3154" "troubl" "citi" "and" "school" 2 0 0
"3155" "win" "the" "lion" "share" 2 0 0
"3156" "wine" "by" "the" "glass" 2 0 0
"3157" "was" "in" "bed" "with" 2 0 0
"3158" "that" "allow" "you" "to" 0 3 0
"3159" "white" "hous" "press" "secretari" 2 0 0
"3160" "that" "doesnt" "mean" "that" 0 3 0
"3161" "with" "a" "low" "around" 2 0 0
"3162" "univers" "of" "medicin" "and" 2 0 0
"3163" "use" "of" "the" "emerg" 2 0 0
"3164" "they" "are" "not" "go" 2 0 0
"3165" "three" "peopl" "were" "kill" 2 0 0
"3166" "was" "one" "of" "mani" 2 0 0
"3167" "with" "advers" "all" "year" 2 0 0
"3168" "we" "dont" "get" "to" 2 0 0
"3169" "to" "be" "the" "one" 2 0 0
"3170" "too" "close" "to" "home" 2 0 0
"3171" "to" "cabo" "san" "luca" 2 0 0
"3172" "they" "want" "to" "do" 2 0 0
"3173" "who" "claim" "he" "is" 2 0 0
"3174" "with" "the" "abil" "to" 2 0 0
"3175" "they" "are" "allow" "to" 2 0 0
"3176" "want" "to" "build" "a" 2 0 0
"3177" "want" "to" "do" "it" 2 0 0
"3178" "work" "on" "the" "counti" 2 0 0
"3179" "use" "someth" "i" "alreadi" 2 0 0
"3180" "week" "after" "the" "state" 2 0 0
"3181" "the" "us" "consul" "in" 2 0 0
"3182" "too" "big" "to" "fail" 2 0 0
"3183" "would" "be" "will" "to" 2 0 0
"3184" "were" "all" "in" "this" 2 0 0
"3185" "to" "the" "us" "depart" 2 0 0
"3186" "time" "in" "the" "last" 2 0 0
"3187" "they" "were" "abl" "to" 2 0 0
"3188" "the" "black" "and" "white" 0 3 0
"3189" "to" "look" "for" "way" 2 0 0
"3190" "with" "the" "depart" "of" 2 0 0
"3191" "we" "are" "pleas" "to" 2 0 0
"3192" "who" "has" "spent" "much" 2 0 0
"3193" "the" "film" "but" "i" 0 3 0
"3194" "was" "transfer" "to" "the" 2 0 0
"3195" "thing" "that" "matter" "is" 2 0 0
"3196" "to" "each" "other" "in" 2 0 0
"3197" "to" "the" "town" "of" 2 0 0
"3198" "will" "be" "featur" "in" 2 0 0
"3199" "up" "with" "the" "name" 2 0 0
"3200" "was" "a" "littl" "too" 2 0 0
"3201" "to" "the" "fbi" "and" 2 0 0
"3202" "this" "year" "becaus" "of" 2 0 0
"3203" "the" "hole" "or" "cutout" 0 3 0
"3204" "to" "use" "that" "money" 2 0 0
"3205" "was" "still" "on" "the" 2 0 0
"3206" "was" "of" "for" "yard" 2 0 0
"3207" "year" "becaus" "of" "his" 2 0 0
"3208" "too" "big" "for" "the" 2 0 0
"3209" "we" "were" "tri" "to" 2 0 0
"3210" "violat" "in" "the" "state" 2 0 0
"3211" "you" "realli" "want" "to" 2 0 0
"3212" "time" "for" "a" "chang" 2 0 0
"3213" "to" "percent" "of" "it" 2 0 0
"3214" "to" "coincid" "with" "the" 2 0 0
"3215" "to" "sit" "there" "and" 2 0 0
"3216" "we" "all" "know" "the" 2 0 0
"3217" "tri" "to" "blackmail" "him" 2 0 0
"3218" "to" "play" "in" "the" 2 0 0
"3219" "you" "have" "to" "give" 2 0 0
"3220" "with" "the" "screen" "push" 2 0 0
"3221" "with" "a" "small" "group" 2 0 0
"3222" "was" "report" "in" "the" 2 0 0
"3223" "to" "the" "citi" "council" 2 0 0
"3224" "way" "to" "make" "it" 2 0 0
"3225" "while" "the" "rest" "of" 2 0 0
"3226" "lot" "and" "lot" "of" 0 2 0
"3227" "took" "us" "a" "littl" 2 0 0
"3228" "was" "stab" "to" "death" 2 0 0
"3229" "for" "some" "reason" "my" 0 2 0
"3230" "to" "work" "with" "it" 2 0 0
"3231" "to" "start" "on" "the" 2 0 0
"3232" "were" "a" "lot" "of" 2 0 0
"3233" "to" "ramp" "up" "the" 2 0 0
"3234" "were" "recruit" "anoth" "quarterback" 2 0 0
"3235" "were" "not" "ok" "with" 2 0 0
"3236" "were" "feel" "sorri" "for" 2 0 0
"3237" "work" "for" "more" "than" 2 0 0
"3238" "we" "realli" "want" "to" 2 0 0
"3239" "to" "urg" "student" "to" 2 0 0
"3240" "there" "were" "a" "few" 0 3 0
"3241" "they" "are" "in" "the" 0 3 0
"3242" "they" "seem" "to" "be" 0 3 0
"3243" "for" "what" "will" "be" 0 2 0
"3244" "think" "of" "all" "the" 0 3 0
"3245" "this" "content" "is" "provid" 0 3 0
"3246" "forgot" "to" "mention" "that" 0 2 0
"3247" "this" "is" "not" "the" 0 3 0
"3248" "this" "is" "what" "i" 0 3 0
"3249" "found" "out" "i" "was" 0 2 0
"3250" "this" "websit" "come" "from" 0 3 0
"3251" "this" "will" "be" "the" 0 3 0
"3252" "those" "of" "you" "that" 0 3 0
"3253" "french" "culinari" "institut" "in" 0 2 0
"3254" "to" "a" "whole" "new" 0 3 0
"3255" "to" "allow" "them" "to" 0 3 0
"3256" "to" "amazoncom" "amazonca" "amazoncouk" 0 3 0
"3257" "from" "a" "woman" "who" 0 2 0
"3258" "to" "be" "use" "for" 0 3 0
"3259" "to" "chang" "or" "remov" 0 3 0
"3260" "to" "come" "to" "term" 0 3 0
"3261" "to" "deal" "damag" "after" 0 3 0
"3262" "from" "month" "to" "month" 0 2 0
"3263" "to" "do" "and" "it" 0 3 0
"3264" "to" "do" "thing" "that" 0 3 0
"3265" "to" "do" "this" "the" 0 3 0
"3266" "from" "the" "back" "of" 0 2 0
"3267" "to" "earn" "advertis" "fee" 0 3 0
"3268" "to" "figur" "out" "the" 0 3 0
"3269" "to" "get" "a" "littl" 0 3 0
"3270" "to" "get" "out" "there" 0 3 0
"3271" "that" "i" "want" "to" 0 11 0
"3272" "to" "live" "up" "to" 0 3 0
"3273" "funni" "to" "think" "that" 0 2 0
"3274" "to" "meet" "you" "and" 0 3 0
"3275" "to" "pay" "attent" "to" 0 3 0
"3276" "to" "pray" "in" "her" 0 3 0
"3277" "to" "provid" "a" "mean" 0 3 0
"3278" "get" "back" "into" "the" 0 2 0
"3279" "to" "say" "the" "least" 0 3 0
"3280" "get" "down" "to" "the" 0 2 0
"3281" "get" "me" "wrong" "i" 0 2 0
"3282" "to" "see" "more" "of" 0 3 0
"3283" "to" "take" "a" "look" 0 3 0
"3284" "i" "felt" "like" "i" 0 9 0
"3285" "to" "the" "moment" "you" 0 3 0
"3286" "get" "them" "readi" "for" 0 2 0
"3287" "i" "thought" "i" "would" 0 9 0
"3288" "to" "walk" "through" "the" 0 3 0
"3289" "get" "to" "the" "end" 0 2 0
"3290" "the" "fact" "that" "it" 0 9 0
"3291" "go" "back" "and" "do" 0 2 0
"3292" "took" "a" "lot" "of" 0 3 0
